,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
1252,donathos,5,"It belongs to another era, of course. I almost don't think of it as a game in the same sense as most of the others in my collection, not even like a Monopoly or Clue or Risk.  But it's more an experience: an hour or so with the family, where everyone is welcome at the table, and everyone walks away having had a good time.  Can I admit here that I've watched a series of videos of people playing UNO online? Pro wrestlers no less (via UpUpDownDown, see: DaParty). How can this possibly be entertaining? Yet it is. Absurdly so. UNO is silly and dumb and lame and occasionally perfect.",2223,en,"{'label': 'Negative', 'score': 0.4596673250198364}",Negative,0.4596673250198364,-1,-0.4596673250198364,"{'label': 'Negative', 'score': 0.40291646122932434}",Negative,0.40291646122932434,-1,-0.40291646122932434,"{'label': 'Positive', 'score': 0.45638731122016907}",Positive,0.45638731122016907,1,0.45638731122016907,"{'label': 'Positive', 'score': 0.4119529724121094}",Positive,0.4119529724121094,1,0.4119529724121094,"{'label': 'Negative', 'score': 0.5129256248474121}",Negative,0.5129256248474121,-1,-0.5129256248474121,"{'label': 'Negative', 'score': 0.4982113540172577}",Negative,0.4982113540172577,-1,-0.4982113540172577,"{'label': 'Negative', 'score': 0.43844759464263916}",Negative,0.43844759464263916,-1,-0.43844759464263916
1253,donfonni,7,Rare game that is repeat fun for 5 y.o. and for us.,2223,en,"{'label': 'Neutral', 'score': 0.6504195332527161}",Neutral,0.6504195332527161,0,0.0,"{'label': 'Neutral', 'score': 0.9148242473602295}",Neutral,0.9148242473602295,0,0.0,"{'label': 'Neutral', 'score': 0.6842970848083496}",Neutral,0.6842970848083496,0,0.0,"{'label': 'Neutral', 'score': 0.6660999059677124}",Neutral,0.6660999059677124,0,0.0,"{'label': 'Positive', 'score': 0.5245928764343262}",Positive,0.5245928764343262,1,0.5245928764343262,"{'label': 'Negative', 'score': 0.8270185589790344}",Negative,0.8270185589790344,-1,-0.8270185589790344,"{'label': 'Neutral', 'score': 0.7363016605377197}",Neutral,0.7363016605377197,0,0.0
1258,Doomed_Destiny,N/A,"Second copy for sale/trade.  Near new, opened but not played.",2223,en,"{'label': 'Neutral', 'score': 0.7472863793373108}",Neutral,0.7472863793373108,0,0.0,"{'label': 'Neutral', 'score': 0.8293481469154358}",Neutral,0.8293481469154358,0,0.0,"{'label': 'Neutral', 'score': 0.5988976359367371}",Neutral,0.5988976359367371,0,0.0,"{'label': 'Neutral', 'score': 0.5248042941093445}",Neutral,0.5248042941093445,0,0.0,"{'label': 'Neutral', 'score': 0.645309329032898}",Neutral,0.645309329032898,0,0.0,"{'label': 'Neutral', 'score': 0.5535234212875366}",Neutral,0.5535234212875366,0,0.0,"{'label': 'Neutral', 'score': 0.6818182468414307}",Neutral,0.6818182468414307,0,0.0
1259,Doomfarer,5,"Hard to rate. It's actually a totally boring game, but still fun to play with the children.",2223,en,"{'label': 'Negative', 'score': 0.9124369621276855}",Negative,0.9124369621276855,-1,-0.9124369621276855,"{'label': 'Negative', 'score': 0.5528996586799622}",Negative,0.5528996586799622,-1,-0.5528996586799622,"{'label': 'Negative', 'score': 0.8513984680175781}",Negative,0.8513984680175781,-1,-0.8513984680175781,"{'label': 'Negative', 'score': 0.7605957984924316}",Negative,0.7605957984924316,-1,-0.7605957984924316,"{'label': 'Negative', 'score': 0.88705974817276}",Negative,0.88705974817276,-1,-0.88705974817276,"{'label': 'Negative', 'score': 0.9615605473518372}",Negative,0.9615605473518372,-1,-0.9615605473518372,"{'label': 'Negative', 'score': 0.9014592170715332}",Negative,0.9014592170715332,-1,-0.9014592170715332
1260,DoomTurtle,6,"Received: December 2022 28 - 29, L1",2223,en,"{'label': 'Neutral', 'score': 0.9738357067108154}",Neutral,0.9738357067108154,0,0.0,"{'label': 'Neutral', 'score': 0.979623019695282}",Neutral,0.979623019695282,0,0.0,"{'label': 'Negative', 'score': 0.5305923819541931}",Negative,0.5305923819541931,-1,-0.5305923819541931,"{'label': 'Neutral', 'score': 0.9614714980125427}",Neutral,0.9614714980125427,0,0.0,"{'label': 'Neutral', 'score': 0.5305284857749939}",Neutral,0.5305284857749939,0,0.0,"{'label': 'Negative', 'score': 0.6837644577026367}",Negative,0.6837644577026367,-1,-0.6837644577026367,"{'label': 'Neutral', 'score': 0.9844139814376831}",Neutral,0.9844139814376831,0,0.0
1261,Dopeski,3,Bad and boring. Never again.,2223,en,"{'label': 'Negative', 'score': 0.9723490476608276}",Negative,0.9723490476608276,-1,-0.9723490476608276,"{'label': 'Negative', 'score': 0.9507562518119812}",Negative,0.9507562518119812,-1,-0.9507562518119812,"{'label': 'Negative', 'score': 0.9847927093505859}",Negative,0.9847927093505859,-1,-0.9847927093505859,"{'label': 'Negative', 'score': 0.9679178595542908}",Negative,0.9679178595542908,-1,-0.9679178595542908,"{'label': 'Negative', 'score': 0.9784837961196899}",Negative,0.9784837961196899,-1,-0.9784837961196899,"{'label': 'Negative', 'score': 0.9864565134048462}",Negative,0.9864565134048462,-1,-0.9864565134048462,"{'label': 'Negative', 'score': 0.91796875}",Negative,0.91796875,-1,-0.91796875
1265,Dottierdoughnut,4,The classic that everyone knows how to play.  But there are other games out there that are better and just as easy to pick up.,2223,en,"{'label': 'Neutral', 'score': 0.6722578406333923}",Neutral,0.6722578406333923,0,0.0,"{'label': 'Neutral', 'score': 0.8383747339248657}",Neutral,0.8383747339248657,0,0.0,"{'label': 'Neutral', 'score': 0.528721809387207}",Neutral,0.528721809387207,0,0.0,"{'label': 'Neutral', 'score': 0.6518373489379883}",Neutral,0.6518373489379883,0,0.0,"{'label': 'Positive', 'score': 0.5051725506782532}",Positive,0.5051725506782532,1,0.5051725506782532,"{'label': 'Negative', 'score': 0.8701014518737793}",Negative,0.8701014518737793,-1,-0.8701014518737793,"{'label': 'Negative', 'score': 0.6630395650863647}",Negative,0.6630395650863647,-1,-0.6630395650863647
1268,doubt72,3,Modern UNO really drags on too long and overstays its welcome.,2223,en,"{'label': 'Negative', 'score': 0.8002768754959106}",Negative,0.8002768754959106,-1,-0.8002768754959106,"{'label': 'Negative', 'score': 0.7260356545448303}",Negative,0.7260356545448303,-1,-0.7260356545448303,"{'label': 'Negative', 'score': 0.8932525515556335}",Negative,0.8932525515556335,-1,-0.8932525515556335,"{'label': 'Neutral', 'score': 0.7854242920875549}",Neutral,0.7854242920875549,0,0.0,"{'label': 'Negative', 'score': 0.8671221137046814}",Negative,0.8671221137046814,-1,-0.8671221137046814,"{'label': 'Negative', 'score': 0.9590190649032593}",Negative,0.9590190649032593,-1,-0.9590190649032593,"{'label': 'Neutral', 'score': 0.9018121361732483}",Neutral,0.9018121361732483,0,0.0
1269,dougadamsau,5,Fun little card game that shines with family and young children.  Great to break out for a few hands every now and again.,2223,en,"{'label': 'Positive', 'score': 0.8641985654830933}",Positive,0.8641985654830933,1,0.8641985654830933,"{'label': 'Neutral', 'score': 0.8254148960113525}",Neutral,0.8254148960113525,0,0.0,"{'label': 'Positive', 'score': 0.8636506199836731}",Positive,0.8636506199836731,1,0.8636506199836731,"{'label': 'Positive', 'score': 0.8237673044204712}",Positive,0.8237673044204712,1,0.8237673044204712,"{'label': 'Positive', 'score': 0.7142028212547302}",Positive,0.7142028212547302,1,0.7142028212547302,"{'label': 'Positive', 'score': 0.39347541332244873}",Positive,0.39347541332244873,1,0.39347541332244873,"{'label': 'Positive', 'score': 0.5645109415054321}",Positive,0.5645109415054321,1,0.5645109415054321
1271,dougmansion,7,"It's UNO. It's mostly mindless, but easy to learn, easy to pack, and easy to add awesome house rules.",2223,en,"{'label': 'Positive', 'score': 0.4962484836578369}",Positive,0.4962484836578369,1,0.4962484836578369,"{'label': 'Neutral', 'score': 0.6076773405075073}",Neutral,0.6076773405075073,0,0.0,"{'label': 'Positive', 'score': 0.7333500981330872}",Positive,0.7333500981330872,1,0.7333500981330872,"{'label': 'Positive', 'score': 0.8240381479263306}",Positive,0.8240381479263306,1,0.8240381479263306,"{'label': 'Positive', 'score': 0.6848905086517334}",Positive,0.6848905086517334,1,0.6848905086517334,"{'label': 'Negative', 'score': 0.5456550121307373}",Negative,0.5456550121307373,-1,-0.5456550121307373,"{'label': 'Positive', 'score': 0.6357844471931458}",Positive,0.6357844471931458,1,0.6357844471931458
1272,DougPeterson,5,Played as a kid. Played as an adult. Played as an adult with kids.  We have a waterproof version that we take along on trips.,2223,en,"{'label': 'Neutral', 'score': 0.9167262315750122}",Neutral,0.9167262315750122,0,0.0,"{'label': 'Neutral', 'score': 0.971911609172821}",Neutral,0.971911609172821,0,0.0,"{'label': 'Neutral', 'score': 0.9397369623184204}",Neutral,0.9397369623184204,0,0.0,"{'label': 'Neutral', 'score': 0.9258882999420166}",Neutral,0.9258882999420166,0,0.0,"{'label': 'Neutral', 'score': 0.6881987452507019}",Neutral,0.6881987452507019,0,0.0,"{'label': 'Negative', 'score': 0.6446443796157837}",Negative,0.6446443796157837,-1,-0.6446443796157837,"{'label': 'Neutral', 'score': 0.8845230937004089}",Neutral,0.8845230937004089,0,0.0
1275,dpbernath,2,"Not very interesting, too random",2223,en,"{'label': 'Negative', 'score': 0.9328564405441284}",Negative,0.9328564405441284,-1,-0.9328564405441284,"{'label': 'Negative', 'score': 0.7801396250724792}",Negative,0.7801396250724792,-1,-0.7801396250724792,"{'label': 'Negative', 'score': 0.8339685201644897}",Negative,0.8339685201644897,-1,-0.8339685201644897,"{'label': 'Negative', 'score': 0.8488203287124634}",Negative,0.8488203287124634,-1,-0.8488203287124634,"{'label': 'Negative', 'score': 0.5790629386901855}",Negative,0.5790629386901855,-1,-0.5790629386901855,"{'label': 'Negative', 'score': 0.8556351065635681}",Negative,0.8556351065635681,-1,-0.8556351065635681,"{'label': 'Negative', 'score': 0.8572262525558472}",Negative,0.8572262525558472,-1,-0.8572262525558472
1276,Dpek,6,It's great for what it is: a mindless take-that throwing of cards onto the table. Has a game arc that is better than arcs of many renowned games.,2223,en,"{'label': 'Positive', 'score': 0.5424565672874451}",Positive,0.5424565672874451,1,0.5424565672874451,"{'label': 'Neutral', 'score': 0.5083519816398621}",Neutral,0.5083519816398621,0,0.0,"{'label': 'Positive', 'score': 0.646633505821228}",Positive,0.646633505821228,1,0.646633505821228,"{'label': 'Positive', 'score': 0.8523746132850647}",Positive,0.8523746132850647,1,0.8523746132850647,"{'label': 'Positive', 'score': 0.48095399141311646}",Positive,0.48095399141311646,1,0.48095399141311646,"{'label': 'Negative', 'score': 0.848571240901947}",Negative,0.848571240901947,-1,-0.848571240901947,"{'label': 'Neutral', 'score': 0.4474317133426666}",Neutral,0.4474317133426666,0,0.0
1277,Dr Brian,4,Fun family card game.,2223,en,"{'label': 'Positive', 'score': 0.6281130313873291}",Positive,0.6281130313873291,1,0.6281130313873291,"{'label': 'Neutral', 'score': 0.9408889412879944}",Neutral,0.9408889412879944,0,0.0,"{'label': 'Neutral', 'score': 0.6011238694190979}",Neutral,0.6011238694190979,0,0.0,"{'label': 'Positive', 'score': 0.8764204382896423}",Positive,0.8764204382896423,1,0.8764204382896423,"{'label': 'Neutral', 'score': 0.5402272939682007}",Neutral,0.5402272939682007,0,0.0,"{'label': 'Negative', 'score': 0.5318562984466553}",Negative,0.5318562984466553,-1,-0.5318562984466553,"{'label': 'Positive', 'score': 0.708709716796875}",Positive,0.708709716796875,1,0.708709716796875
1278,dr glaze et al,4,Worthwhile as a time-killer when with non-gamers or family...,2223,en,"{'label': 'Positive', 'score': 0.542345404624939}",Positive,0.542345404624939,1,0.542345404624939,"{'label': 'Neutral', 'score': 0.83232581615448}",Neutral,0.83232581615448,0,0.0,"{'label': 'Positive', 'score': 0.8349767923355103}",Positive,0.8349767923355103,1,0.8349767923355103,"{'label': 'Positive', 'score': 0.8209016919136047}",Positive,0.8209016919136047,1,0.8209016919136047,"{'label': 'Positive', 'score': 0.8352925181388855}",Positive,0.8352925181388855,1,0.8352925181388855,"{'label': 'Negative', 'score': 0.5186023712158203}",Negative,0.5186023712158203,-1,-0.5186023712158203,"{'label': 'Neutral', 'score': 0.6598391532897949}",Neutral,0.6598391532897949,0,0.0
1279,Drac,2.5,"meh, sometimes fun, with family who don't want to try other games. ",2223,en,"{'label': 'Neutral', 'score': 0.841738224029541}",Neutral,0.841738224029541,0,0.0,"{'label': 'Neutral', 'score': 0.9279203414916992}",Neutral,0.9279203414916992,0,0.0,"{'label': 'Neutral', 'score': 0.8271929025650024}",Neutral,0.8271929025650024,0,0.0,"{'label': 'Neutral', 'score': 0.631603479385376}",Neutral,0.631603479385376,0,0.0,"{'label': 'Neutral', 'score': 0.4588896334171295}",Neutral,0.4588896334171295,0,0.0,"{'label': 'Negative', 'score': 0.7823792695999146}",Negative,0.7823792695999146,-1,-0.7823792695999146,"{'label': 'Neutral', 'score': 0.623089611530304}",Neutral,0.623089611530304,0,0.0
1280,Dracandross,6,Idea: Try to get rid of your cards before anyone else does.  Mechanism: Deck consists of 4 colours 0-9 and special cards. You can play all same cards on one play. Special cards switch rotation/skip player/force card draws/change color.  To who: Good to play with kids 4+ and is enough playable for adults to play too.,2223,en,"{'label': 'Positive', 'score': 0.6569443345069885}",Positive,0.6569443345069885,1,0.6569443345069885,"{'label': 'Positive', 'score': 0.6710200905799866}",Positive,0.6710200905799866,1,0.6710200905799866,"{'label': 'Positive', 'score': 0.6480335593223572}",Positive,0.6480335593223572,1,0.6480335593223572,"{'label': 'Positive', 'score': 0.8529149889945984}",Positive,0.8529149889945984,1,0.8529149889945984,"{'label': 'Positive', 'score': 0.673918604850769}",Positive,0.673918604850769,1,0.673918604850769,"{'label': 'Negative', 'score': 0.6168022751808167}",Negative,0.6168022751808167,-1,-0.6168022751808167,"{'label': 'Positive', 'score': 0.520446240901947}",Positive,0.520446240901947,1,0.520446240901947
1281,Dracandross,7,"Idea: Cardgame where you have to get rid of cards playing same color or same card type, you can play multiple cards if they are of same type. Cards are valued from 0-9, and special cards that make game fun: skip, reverse, force card draw and wild cards  To who: Easy to learn, suits kids of 5+ and is OK game for parents too! To be fun you need 3+ players.",2223,en,"{'label': 'Positive', 'score': 0.7512478828430176}",Positive,0.7512478828430176,1,0.7512478828430176,"{'label': 'Positive', 'score': 0.6882963180541992}",Positive,0.6882963180541992,1,0.6882963180541992,"{'label': 'Positive', 'score': 0.754936695098877}",Positive,0.754936695098877,1,0.754936695098877,"{'label': 'Positive', 'score': 0.8140225410461426}",Positive,0.8140225410461426,1,0.8140225410461426,"{'label': 'Positive', 'score': 0.749761700630188}",Positive,0.749761700630188,1,0.749761700630188,"{'label': 'Positive', 'score': 0.6203675866127014}",Positive,0.6203675866127014,1,0.6203675866127014,"{'label': 'Positive', 'score': 0.7060757279396057}",Positive,0.7060757279396057,1,0.7060757279396057
1282,Dracil,6,I don't play with the official rules.  Never have.  Rating is based on the house rule/variant I play with.,2223,en,"{'label': 'Neutral', 'score': 0.7727368474006653}",Neutral,0.7727368474006653,0,0.0,"{'label': 'Neutral', 'score': 0.9082036018371582}",Neutral,0.9082036018371582,0,0.0,"{'label': 'Neutral', 'score': 0.8313512206077576}",Neutral,0.8313512206077576,0,0.0,"{'label': 'Neutral', 'score': 0.9119476675987244}",Neutral,0.9119476675987244,0,0.0,"{'label': 'Neutral', 'score': 0.6774069666862488}",Neutral,0.6774069666862488,0,0.0,"{'label': 'Negative', 'score': 0.9742695689201355}",Negative,0.9742695689201355,-1,-0.9742695689201355,"{'label': 'Negative', 'score': 0.8793588876724243}",Negative,0.8793588876724243,-1,-0.8793588876724243
1284,dragon34,5,"Classic game, I play it with the ""Barlowe"" rules, makes it more interesting.",2223,en,"{'label': 'Positive', 'score': 0.5293037295341492}",Positive,0.5293037295341492,1,0.5293037295341492,"{'label': 'Neutral', 'score': 0.9599817991256714}",Neutral,0.9599817991256714,0,0.0,"{'label': 'Neutral', 'score': 0.7057549357414246}",Neutral,0.7057549357414246,0,0.0,"{'label': 'Positive', 'score': 0.6331222653388977}",Positive,0.6331222653388977,1,0.6331222653388977,"{'label': 'Neutral', 'score': 0.49934056401252747}",Neutral,0.49934056401252747,0,0.0,"{'label': 'Negative', 'score': 0.9085256457328796}",Negative,0.9085256457328796,-1,-0.9085256457328796,"{'label': 'Neutral', 'score': 0.505528450012207}",Neutral,0.505528450012207,0,0.0
1285,Dragoons_Kane,6,"Classic cardgame that I played a lot of as a kid, when the choises of games were slimmer. I think it's still a pretty good game though that works great as a filler.",2223,en,"{'label': 'Positive', 'score': 0.5409897565841675}",Positive,0.5409897565841675,1,0.5409897565841675,"{'label': 'Neutral', 'score': 0.7716556191444397}",Neutral,0.7716556191444397,0,0.0,"{'label': 'Positive', 'score': 0.587783932685852}",Positive,0.587783932685852,1,0.587783932685852,"{'label': 'Positive', 'score': 0.6687831282615662}",Positive,0.6687831282615662,1,0.6687831282615662,"{'label': 'Positive', 'score': 0.6392476558685303}",Positive,0.6392476558685303,1,0.6392476558685303,"{'label': 'Negative', 'score': 0.7362048625946045}",Negative,0.7362048625946045,-1,-0.7362048625946045,"{'label': 'Neutral', 'score': 0.5644312500953674}",Neutral,0.5644312500953674,0,0.0
1288,drakmir,4,"Um, I've learned my numbers and colors already -- thanks.",2223,en,"{'label': 'Neutral', 'score': 0.8319975137710571}",Neutral,0.8319975137710571,0,0.0,"{'label': 'Neutral', 'score': 0.962997317314148}",Neutral,0.962997317314148,0,0.0,"{'label': 'Neutral', 'score': 0.8108769655227661}",Neutral,0.8108769655227661,0,0.0,"{'label': 'Neutral', 'score': 0.8219591975212097}",Neutral,0.8219591975212097,0,0.0,"{'label': 'Neutral', 'score': 0.46283528208732605}",Neutral,0.46283528208732605,0,0.0,"{'label': 'Negative', 'score': 0.8937092423439026}",Negative,0.8937092423439026,-1,-0.8937092423439026,"{'label': 'Negative', 'score': 0.7328706979751587}",Negative,0.7328706979751587,-1,-0.7328706979751587
1289,Drasdor,4,It's alright for a bit of fun but most of the enjoyment comes from being with other people rather than the game itself,2223,en,"{'label': 'Neutral', 'score': 0.7265994548797607}",Neutral,0.7265994548797607,0,0.0,"{'label': 'Neutral', 'score': 0.7704735398292542}",Neutral,0.7704735398292542,0,0.0,"{'label': 'Neutral', 'score': 0.6743444800376892}",Neutral,0.6743444800376892,0,0.0,"{'label': 'Neutral', 'score': 0.6467693448066711}",Neutral,0.6467693448066711,0,0.0,"{'label': 'Neutral', 'score': 0.7324427366256714}",Neutral,0.7324427366256714,0,0.0,"{'label': 'Neutral', 'score': 0.6028016805648804}",Neutral,0.6028016805648804,0,0.0,"{'label': 'Neutral', 'score': 0.7804676294326782}",Neutral,0.7804676294326782,0,0.0
