,username,rating,value,boardgame_id
1732,GBookman,N/A,"I played one of the very first production runs of this game.  My Grandparents were members of the same social club as the game's designer/creator, Moose Lodge or The Eagles come to mind.  No exaggeration, we wore the ink off those cards.  I remember that Grandma's new shuffle machine captured my interest as much or more than playing the game.",2223
1733,gbreeden,4,"I played a TON of this growing up while at my grandmother's house. Enjoyed it on church trips in high school. Nowadays I'll probably only play the ""Power Uno"" variant, which introduces so much chaos that it always leads to a great time.",2223
1734,gc143,9,Toy Story version.,2223
1735,gc143,9,WWE version,2223
1736,gc143,9,Standard UNO game.,2223
1737,Gdau,5,I have a bit of a soft spot for uno. It is a great travel game and good for passing time. A lot of luck involved though,2223
1738,gdcadad,4,You can't go home again.  I tried playing this fairly recently and it was just painful.,2223
1739,gdfunk,4,"Almost 100% luck based, with limited decisions available.  But it plays quickly and can be fun with the right group for the short period it lasts.  I don't choose to play if I can play something else...but some people don't want to learn anything more challenging...so, it does see the odd playing.",2223
1740,gdphillips7,N/A,6+,2223
1741,GeekBot21,10,This game is one of the funnest games I've personally ever played. I always play this with my family or friends or grandparents. This game is also one of the most simple and easy to learn games I know.,2223
1742,Geeken,3,(Ella's),2223
1743,geekofgames,8,just own the plain old game and its fun.,2223
1744,geggakloss,3,"Pros: * Easy and light game that can be played with a variety of people spanning different age groups. (Though it is more of a bad children's game than anything else. You should probably look elsewhere if there are no children involved.) * Can easily accommodate a large group of people  Cons: * It is much, much too long for what you get out of it. * There is a ton of luck involved here and very little actual skill. It mostly just feels like you are there for the ride, instead of actually being in control of anything. * It quickly feels repetitive * I suspect that the multitude of house rules that people invariably use is introduced to alleviate some of the boredom, or just to make it end quicker.   There are of course much better games to play with children, non-gamers or people that are into lighter games, but sometimes uno is the only option. If someone suggests a game of uno and it's my only game option, I'm happy to play a hand or two just because I highly value the social interaction in gaming. But I would never suggest this game to anyone, and would not buy it for any reason.",2223
1745,genbenkenob1,4,A kids game that I didn't even like that much after age 7 or 8.,2223
1746,GeneralG,N/A,10 Players,2223
1747,generic_erwin,6,2 - 10 players,2223
1748,GeneSteeler,3,There are SOOOOO many better light card games out there.  Grab a 52 card deck and play one of them instead.,2223
1749,Genghis,4,It's crazy eights without all the different variant rules that people play with.  I'd consider it if there was nothing else to do.,2223
1750,genki,8,Big group party game,2223
1751,genresavvy,1,"This game has so many issues with limited choices, uneven power levels on cards, and low end game inertia (it never end some times) players should avoid this game.",2223
1752,gentequejoga,N/A,Marcelozepo,2223
1753,gentille,7,"＊從小玩到大的經典遊戲，玩的是遊戲也是回憶。 ＊需要有數字符號、顏色的基本概念及計畫能力；除了計畫性的手中牌卡盡可能的快速出完外，更要好好搭配功能牌卡，損人利己的達成""UNO""！ ＊可在教學上的調整： 1.玩法簡化：將功能牌卡抽起，只進行顏色、數字牌卡的出牌規則。",2223
1754,geordienp,6,Some earlier plays,2223
1755,georgech7713,6,"I probably like this game more than others.  It's fun to pull out from time to time. It has some luck, which I hate, but it also has strategy.  When my mother was sick and in the hospital, I remember my friends and sisters playing this together to pass the time and keep each other company as we waited for her to return to us.  It's a comfort game for me now.",2223
1756,georgethearchon,N/A,"Oh, the shame! Reboxed.",2223
1757,GeorgW,1.5,It's a pretty boring game with bad mechanics (skip a turn is never fun). The movie is great though!,2223
1758,Geosmores,6,Played a lot of Uno back in my youth. I still find it fun as a filler with non gamers. For me the ideal number is four players.,2223
1759,Geosphere,7,GREAT game for kids to learn numbers and colors.  Certainly tolerable for adults.,2223
1760,Gerdion,5,Uno is only fun if everyone is in the right mood. Good game for kids.,2223
1761,gerlof101,N/A,Star Wars : Mandalorian,2223
1762,GermanPineros,7,El que no puede faltar,2223
1763,Geronimo0451,6,"Everyone's played this and it's a staple of gaming for a reason.  Good for groups or people unfamiliar with boardgames.  House rules tend to 'make' the fun of this game. Particularly cumulative draw 2s and draw 4s and/or using the ""Jump In"" rule - Jumping in means if you have the same number as the one played, you can play your card, skipping everyone before you. You can jump in on yourself, playing multiple of the same number. This Jump in rule makes for a very hectic but MUCH more fun and (generally) quicker game.",2223
1764,getareaction,3,"We played this a bunch as kids, and it has left me with no lasting memories whatsoever.",2223
1765,getdafunkout,4,A game with solid roots in pop gaming culture.,2223
1766,ggcontrol,N/A,4-6인(3인) 1.11,2223
1767,Ghanaviking,5,Who else played this with their grandma?? ,2223
1768,ghattoo,N/A,Uno,2223
1769,ghbell,6,Great family game for kids.,2223
1770,ghost29kimo,10,聚會最佳卡牌，可以多人一起玩，遊戲年齡可大可小，方便好攜帶，學生都很喜歡。,2223
1771,ghosthack,4,A party game nothing more nothing less.,2223
1772,GhostKing,1,Uno,2223
1773,ghostpants,6,"UNO is not something I'm going to play all that frequently because there are much better and far more interesting games available to play. However, I will occasionally get the itch to play, and when I do, it's always a good time. It's simple, easy to teach, and quick to play, which makes it perfect for the right situation. Played it quite a bit with family growing up.",2223
1774,GhostRabbit,6,Wacko game and a great filler.,2223
1775,Gia187,4,Gewetensloze UNO.   Kan wel eens leuk zijn als je wilt babbelen.,2223
1776,gianfiore,N/A,Chinese,2223
1777,giannakossimos,10,"simple, easy, fast , classic , ever green , one of the best card games ever created.",2223
1778,Gibbo,5,"Fun family game that we originally played with a standard deck of cards (we called it ""Dirty Neighbors""). Not much real gamer fodder here, but I like simple card games for some reason.",2223
1779,Gidaio,N/A,Standalone,2223
1780,giganticjuan,N/A,2-10 players,2223
1781,gigimitzichotziras,5, ,2223
1782,giles,2,"While the game is an occasionally tolerable filler, I'll never buy an UNO deck to play a PD game designed for a standard deck of cards (see Crazy Eights).",2223
1783,gilesclone,5,Just play crazy eights with a normal deck of cards.,2223
1784,Gilip,6,Mostly luck but the kids like it,2223
1785,GilvanBlight,6,Have fun with this now and then.  A good diversion from more taxing games.,2223
1786,gimli,5,"Just play crazy eights and save your money.  Good with family, though",2223
1787,Gingerade3,6,"Donated by our Second Stage Safe House  I know there are much better games out there but we enjoy this one. Anyone can play it, it's fast, portable (and cheap/easy to find a replacement), easy to learn and the luck factor evens the playing field when playing with kids. We also use the cards to make up our own math games.  ",2223
1788,GinoandJinaGames,9,"Jina - 9/10. Depending on different people's rules.  Gino - 1/10. Need to play Sam's version, much better.",2223
1789,Giorgeek89,7,* Gioco per famiglie * Carte. Numeri * Gestione mano * 2-10 giocatori. Ideale per 4-6 * 30 minuti,2223
1790,girlinspace,5,good enough to entertain the little tots i have to babysit. ,2223
1791,giroml,6,Uno is fun for a quick really light game.,2223
1792,Girts,1,"Stupid activity, not a game. :)",2223
1793,gittes,7,One of the great party games.,2223
1794,giver,7,"Another Christmas classic (for my family, anyways).  ",2223
1795,gixmo,1,Prefer other card games,2223
1796,GK Rhinos,N/A,Played.,2223
1797,gkdrone,5,"Eh, its Uno; game of Camping, Black-outs and Grandma's house.",2223
1798,gkell,6,Carta de troca de mãos destruidora de amizades.,2223
1799,gkfrost9,6,Brothers FAVORITE game,2223
1800,gkikola,2.6,"Awful, awful game of mindlessness that goes on for far too long.  I will play this with my great grandmother because it makes her happy, but the game itself is terrible.",2223
1801,GladiatorMike,6,"Oldie, but good one to play with almost anyone.  Still fun as far as I am concerned.",2223
1802,Gladmirth,6,"Was fresh when it came out, but overall has nothing too innovative to offer.",2223
1803,Glamorous Mucus,2,I prefer the Mexican version which is called ONE.,2223
1804,Glandyth a Krae,5,Played a lot when I was younger. Now I would describe this as a fun 20 minute game packed into an hour. A full game is just too long for me.,2223
1805,Glanecia,N/A,Mine is not from the 70s.,2223
1806,glanfam,5,Great decks to use for other games and for designing your own games. no boxes,2223
1807,glbrt007,7,"Easy to learn, easy to play.",2223
1808,Glen Oakland,5.9,"Okay so I weaned my daughters off snap and onto this one, so it has a sentimental value as far as one of the big games that develop kids' skills for playing games. However you really have to drag me kicking and screaming to play it anymore. Usually if we're on holiday in the caravan I'll play it, especially when we play for chocolate. I'm not too bothered about eating it, but I do relish piling all mine up - if one of my kids has none - hee hee!",2223
1809,Glencannon,5,Fun every now and then.  Almost all luck.,2223
1810,glsonn,5,Was more fun when the kids were younger - before we knew about Eurogames. Played more than what is recorded here.,2223
1811,gluey,6,This game has so many variations and every houehold has their own rules,2223
1812,gmarsau,7,"Play so much of this in my early twenties. When played with the Fast Card rule that lets you play out of turn, it's much improved.",2223
1813,gmc14,3,Crazy Eights is great Charging money for a public domain game isn't.,2223
1814,gmcnish,5,"Fine with family and kids, but would rather play pther things.  ",2223
1815,GMerbachTroy20,9,"A fun and relaxing party game, if you want it to be. Involves strategy and planning based on what's in your hand.",2223
1816,gmonk,6,"This game gets tanked in the ratings by 'serious' gamers.  I've played it a fair bit over the years.  Kids love it, it's easy to play, easy to learn and it's good fun for a group.  I play it with ESL students.",2223
1817,gmz3001,6,"Not the greatest, but one of the most familial and universal game. Never forget that we are not all players.",2223
1818,Gnomekin,6,"In the right place and time, it's an okay filler.",2223
1819,Gnomestrong,N/A,2-10 players,2223
1820,Gnomie Svenson,7,"If playing straight by the rules, I'd probably only rate UNO a 5, but I generally play a variation that is a bit hyper and way more cut throat. This tends to make playing UNO a more intense experience and thus the 7.",2223
1821,Goatcabin,3,"This is just a stepping stone to other games... This is just a stepping stone... This is just a stepping stone...  --Me, playing incessant games of Uno with my young children",2223
